route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
9390,3,5928953,24th Street & Mission,1,6702,113210
9390,3,5928952,24th Street & Mission,1,6701,113210
9390,3,5928951,24th Street & Mission,1,6702,113210
9390,3,5928950,24th Street & Mission,1,6701,113210
9390,3,5928949,24th Street & Mission,1,6702,113210
9390,3,5928948,24th Street & Mission,1,6701,113210
9390,3,5928947,24th Street & Mission,1,6702,113210
9390,3,5928946,24th Street & Mission,1,6701,113210
9390,3,5928945,24th Street & Mission,1,6702,113210
9390,3,5928944,24th Street & Mission,1,6701,113210
9390,3,5928943,24th Street & Mission,1,6702,113210
9390,3,5928942,24th Street & Mission,1,6701,113210
9390,3,5928941,24th Street & Mission,1,6702,113210
9390,3,5928940,24th Street & Mission,1,6701,113210
9390,3,5928939,24th Street & Mission,1,6702,113210
9390,3,5928938,24th Street & Mission,1,6701,113210
9390,2,5928849,24th Street & Mission,1,6702,113210
9390,2,5928848,24th Street & Mission,1,6701,113210
9390,2,5928847,24th Street & Mission,1,6702,113210
9390,2,5928846,24th Street & Mission,1,6701,113210
9390,2,5928820,Alemany Boulevard,0,6702,113209
9390,2,5928821,Alemany Boulevard,0,6701,113209
9390,2,5928822,Alemany Boulevard,0,6702,113209
9390,2,5928823,Alemany Boulevard,0,6701,113209
9390,2,5928824,Alemany Boulevard,0,6702,113209
9390,2,5928825,Alemany Boulevard,0,6701,113209
9390,2,5928826,Alemany Boulevard,0,6702,113209
9390,2,5928827,Alemany Boulevard,0,6701,113209
9390,2,5928828,Alemany Boulevard,0,6702,113209
9390,2,5928829,Alemany Boulevard,0,6701,113209
9390,2,5928830,Alemany Boulevard,0,6702,113209
9390,2,5928831,Alemany Boulevard,0,6701,113209
9390,2,5928832,Alemany Boulevard,0,6702,113209
9390,2,5928833,Alemany Boulevard,0,6701,113209
9390,2,5928834,Alemany Boulevard,0,6702,113209
9390,2,5928835,Alemany Boulevard,0,6701,113209
9390,2,5928836,Alemany Boulevard,0,6702,113209
9390,2,5928837,Alemany Boulevard,0,6701,113209
9390,2,5928838,Alemany Boulevard,0,6702,113209
9390,2,5928839,Alemany Boulevard,0,6701,113209
9390,2,5928840,Alemany Boulevard,0,6702,113209
9390,2,5928841,Alemany Boulevard,0,6701,113209
9390,2,5928842,Alemany Boulevard,0,6702,113209
9390,2,5928843,Alemany Boulevard,0,6701,113209
9390,2,5928844,Alemany Boulevard,0,6702,113209
9390,2,5928845,Alemany Boulevard,0,6701,113209
9390,1,5928699,Alemany Boulevard,0,6704,113209
